"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"U.S. News: Lawmakers Approve Armed Police at Johns Hopkins","","Calvert, Scott","Wall Street Journal","Newspapers","","","","2019-04-03","Apr 3, 2019","A.3","","","00999660","","","ENG","https://www.proquest.com/docview/2202092570?accountid=11226&bdid=72302&_bd=%2FLkVYUIJSYQBO7qRgf%2BK9QrU9Lo%3D",""
"Hectored by Netanyahu, Israeli Arabs Could Have Final Say","[Foreign Desk]","Halbfinger, David M","New York Times","Newspapers","","","","2019-03-21","Mar 21, 2019","A.13","","A.13","03624331","","","ENG","https://www.proquest.com/docview/2194526113?accountid=11226&bdid=72302&_bd=wLsepvh9lvLZ9n%2FXwn1zrJT3uqw%3D",""
"Mayor should launch Chicago-style Green New Deal","","Stevens, Heidi","Chicago Tribune","Newspapers","","","","2019-05-22","May 22, 2019","3","","","10856706","","","ENG","https://www.proquest.com/docview/2228521598?accountid=11226&bdid=72302&_bd=Q67hH1FdaLOqP3rsv8UYewd1oSw%3D",""
"Prosecutors file charges in deaths of two more children; 'This narrative has to stop,' says Page","","Byers, Christine; Bell, Kim; O'Dea, Janelle","St. Louis Post - Dispatch","Newspapers","","","","2019-09-14","Sep 14, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2292104897?accountid=11226&bdid=72302&_bd=n0vzOWTm5vhYX%2FzBp9qxV6Jk2KI%3D",""
"U.S. News: Emergency Order Draws New Criticism","","Volz, Dustin; McBride, Courtney","Wall Street Journal","Newspapers","","","","2019-02-26","Feb 26, 2019","A.4","","","00999660","","","ENG","https://www.proquest.com/docview/2185849541?accountid=11226&bdid=72302&_bd=%2BR4IhXp%2BZLSkEMS2I1%2FIWRyCfmY%3D",""
"VOICE OF THE PEOPLE","","","Chicago Tribune","Newspapers","","","","2019-02-16","Feb 16, 2019","10","","","10856706","","","ENG","https://www.proquest.com/docview/2181727895?accountid=11226&bdid=72302&_bd=Yg4HITeVYJAjuCHFQvSRrP1xsfM%3D",""
"TV Anchors Scramble to Fact-Check Trump After His Prime-Time Address","[National Desk]","Grynbaum, Michael M","New York Times","Newspapers","","","","2019-01-09","Jan 9, 2019","A.14","","","03624331","","","ENG","https://www.proquest.com/docview/2164939938?accountid=11226&bdid=72302&_bd=4dMl3UnN9s14HucpeNofwWRS6Q8%3D",""
"Saudis reportedly give homes, money to Khashoggi children","","Miller, Greg","Chicago Tribune","Newspapers","","","","2019-04-03","Apr 3, 2019","14","","","10856706","","","ENG","https://www.proquest.com/docview/2202121296?accountid=11226&bdid=72302&_bd=oS2spiwcaaVL%2FMfvsI0WCKUXBJE%3D",""
"Police need to more heavily patrol social media beat","","","Arizona Republic","Newspapers","","","","2019-08-18","Aug 18, 2019","D.8","","","08928711","","","ENG","https://www.proquest.com/docview/2274628908?accountid=11226&bdid=72302&_bd=1L8IWUM6bqc9P%2B02JlrOnIaX22w%3D",""
"Lightfoot shows how to build trust in a cynical city","","McQueary, Kristen","Chicago Tribune","Newspapers","","","","2019-12-10","Dec 10, 2019","12","","","10856706","","","ENG","https://www.proquest.com/docview/2323034158?accountid=11226&bdid=72302&_bd=KiQCBd4NiJUr0jfcpiuPL5kMNzM%3D",""
"Reader Comments","[Metropolitan Desk]","","New York Times","Newspapers","","","","2019-10-13","Oct 13, 2019","MB.4","","MB.4","03624331","","","ENG","https://www.proquest.com/docview/2304405743?accountid=11226&bdid=72302&_bd=nwiFLXfR428XRGegkrUqmxf%2B%2B6Y%3D",""
"GAMES; WHAT TO PLAY; A satisfying revenge spree by an antihero goose","","Martens, Todd","Los Angeles Times","Newspapers","","","","2019-10-06","Oct 6, 2019","E.8","","E.8","04583035","","","ENG","https://www.proquest.com/docview/2301035480?accountid=11226&bdid=72302&_bd=5aTuYyeW7JG4RHUv0uiH7qRcAa4%3D",""
"Former Brazil President Is Arrested in Graft Case","[Foreign Desk]","Londoño, Ernesto; Casado, Letícia","New York Times","Newspapers","","","","2019-03-22","Mar 22, 2019","A.5","","A.5","03624331","","","ENG","https://www.proquest.com/docview/2195011611?accountid=11226&bdid=72302&_bd=7vGhm7da6JJL2uMIHNFJ6nQEDcY%3D",""
"13 Schoolgirls Are Stabbed in Japan Attack; One Is Dead","[Foreign Desk]","Rich, Motoko; Ueno, Hisako","New York Times","Newspapers","","","","2019-05-28","May 28, 2019","A.11","","A.11","03624331","","","ENG","https://www.proquest.com/docview/2230525640?accountid=11226&bdid=72302&_bd=ae3No1xFFOCaMeEhgpSyv1tPa4s%3D",""
"Queens Peers At Each Vote, Blots and All","[Metropolitan Desk]","Leland, John","New York Times","Newspapers","","","","2019-07-16","Jul 16, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2258021671?accountid=11226&bdid=72302&_bd=4W7R7L14MmZVQZZAuUDqS8NMaHI%3D",""
"5 teens charged under a rule that must change","","Glanton, Dahleen","Chicago Tribune","Newspapers","","","","2019-08-15","Aug 15, 2019","7","","","10856706","","","ENG","https://www.proquest.com/docview/2273104315?accountid=11226&bdid=72302&_bd=dfWZlR1%2BQ0Gwdd%2FHe2HVV5MWfOI%3D",""
"Immigration bill bad for families, safety and business","","Barrio, Alex","Orlando Sentinel","Newspapers","","","","2019-06-28","Jun 28, 2019","A.11","","","","","","ENG","https://www.proquest.com/docview/2248183225?accountid=11226&bdid=72302&_bd=%2BfZNZ0NSONRTpqdxRuWWzzfcnY4%3D",""
"County to help weed out pot convictions [Corrected 08/28/2019]","Foxx: Cook prosecutors, nonprofit righting past wrongs in war on drugs","Crepeau, Megan","Chicago Tribune","Newspapers","","","","2019-08-28","Aug 28, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2281029388?accountid=11226&bdid=72302&_bd=TS%2BlcB5BkbjHxkw38EPCwc7Qn4A%3D",""
"It So Happens That Many Human Beings Do Want to Live in Baltimore","[National Desk]","Bogel-Burroughs, Nicholas","New York Times","Newspapers","","","","2019-07-29","Jul 29, 2019","A.15","","A.15","03624331","","","ENG","https://www.proquest.com/docview/2265411156?accountid=11226&bdid=72302&_bd=XF0y71OLqh%2BDmSe3uy7GyzvKzo4%3D",""
"Embattled police chief resigns in Mesa","Ramon Batista's tenure marked by controversy","Burkitt, Bree","Arizona Republic","Newspapers","","","","2019-11-05","Nov 5, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2312032372?accountid=11226&bdid=72302&_bd=%2BvfD3pFLBKA4wMp9V73iQiS2%2FaE%3D",""
"REVIEW --- Play: News Quiz","","Akst, Daniel","Wall Street Journal","Newspapers","","","","2019-05-11","May 11, 2019","C.13","","","00999660","","","ENG","https://www.proquest.com/docview/2222870726?accountid=11226&bdid=72302&_bd=Uq%2Bbd29nxP9qbCZJPspB7YVpzcw%3D",""
"Illinois to pay for long-sought MetroLink extension to MidAmerica Airport","","Schlinkmann, Mark","St. Louis Post - Dispatch","Newspapers","","","","2019-06-14","Jun 14, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2239618343?accountid=11226&bdid=72302&_bd=spDuTZtZNr0VMxh1A4897CdHyS8%3D",""
"Justices may annul murder conviction; Conservatives join liberals in challenging the Mississippi state attorney's position in a racial bias case.","","Savage, David G","Los Angeles Times","Newspapers","","","","2019-03-21","Mar 21, 2019","A.9","","A.9","04583035","","","ENG","https://www.proquest.com/docview/2194464298?accountid=11226&bdid=72302&_bd=FxIadlHZjzODhtCkC14uU9T0s%2F8%3D",""
"We Are Ending Netanyahu's Grip on Israel","[Op-Ed]","Odeh, Ayman","New York Times","Newspapers","","","","2019-09-23","Sep 23, 2019","A.27","","A.27","03624331","","","ENG","https://www.proquest.com/docview/2295320544?accountid=11226&bdid=72302&_bd=mwJOF6DFnar2viesPYIkkZYy7Y0%3D",""
"Murderer, Esq.","[Money and Business/Financial Desk]","Scheiber, Noam","New York Times","Newspapers","","","","2019-02-03","Feb 3, 2019","BU.1","","BU.1","03624331","","","ENG","https://www.proquest.com/docview/2174948589?accountid=11226&bdid=72302&_bd=mnt5GviDVkeR39Cz8Hr%2BAnGQNy0%3D",""
"AT THE MOVIES; CAPSULE REVIEWS; Goofy sequel can't be saved","","Murray, Noel","Los Angeles Times","Newspapers","","","","2019-07-19","Jul 19, 2019","E.9","","E.9","04583035","","","ENG","https://www.proquest.com/docview/2259707660?accountid=11226&bdid=72302&_bd=okkZzrRJzrzB3TgzV%2FVktNlhZZ8%3D",""
"ESSENTIAL POLITICS; POLITICAL ROAD MAP; California ends transfer of inmates to other states","","Myers, John","Los Angeles Times","Newspapers","","","","2019-06-30","Jun 30, 2019","B.3","","B.3","04583035","","","ENG","https://www.proquest.com/docview/2249382777?accountid=11226&bdid=72302&_bd=CxgPrAeae6%2BZJFt9qUjSws27bCI%3D",""
"Rabbis balance politics and faith; With High Holidays near, L.A.'s Jewish leaders wrestle with how to address the polarized climate.","","Sharp, Sonja","Los Angeles Times","Newspapers","","","","2019-09-28","Sep 28, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2298703809?accountid=11226&bdid=72302&_bd=Kqy1XoNw79fdeDzACBT65tifO0k%3D",""
"Twitter Shuts Account of Omar Challenger","[National Desk]","Derrick Bryson Taylor","New York Times","Newspapers","","","","2019-12-01","Dec 1, 2019","A.29","","A.29","03624331","","","ENG","https://www.proquest.com/docview/2319924870?accountid=11226&bdid=72302&_bd=5jkpeZ%2BCL0%2Bwck%2FTtfgqE%2Bqp1Sk%3D",""
"Ex-mayors still get police protection","Rare elsewhere, Daley and Emanuel have taxpayer-funded detail","Pratt, Gregory; Gorner, Jeremy","Chicago Tribune","Newspapers","","","","2019-11-06","Nov 6, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2312152245?accountid=11226&bdid=72302&_bd=tpVNpCb61BTNLqW4PU0Y7YS659w%3D",""
"The Decade of Disillusionment","[Op-Ed]","Douthat, Ross","New York Times","Newspapers","","","","2019-12-29","Dec 29, 2019","SR.9","","SR.9","03624331","","","ENG","https://www.proquest.com/docview/2331282018?accountid=11226&bdid=72302&_bd=tDEGnyIRKUhZJsLfKANUcoujyyI%3D",""
"The Next Big Threat to Iraq's Christians","","Anderson, Carl","Wall Street Journal","Newspapers","","","","2019-04-12","Apr 12, 2019","A.15","","","00999660","","","ENG","https://www.proquest.com/docview/2207747008?accountid=11226&bdid=72302&_bd=SUOx3x20MGOjfXvR4WI3ai1%2FCio%3D",""
"World News: Venezuela's Oil Exports Decline Sharply --- U.S. sanctions on Maduro government are biting harder than market had expected","","Vyas, Kejal; Olson, Bradley","Wall Street Journal","Newspapers","","","","2019-02-05","Feb 5, 2019","A.8","","","00999660","","","ENG","https://www.proquest.com/docview/2175791322?accountid=11226&bdid=72302&_bd=c9aZOqNROjw0StfILUo8OM8g3MA%3D",""
"LAPD spying report will be public; As critics decry use of political informant, chief tries to put move into context.","","Queally, James","Los Angeles Times","Newspapers","","","","2019-07-24","Jul 24, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2262590489?accountid=11226&bdid=72302&_bd=YuIZhDD8YFdDD5zVBuOUnD3C2UU%3D",""
"Johnson laments Fourth of July weekend violence","66 people shot, 5 die; top cop slams justice system for quickly freeing illegal-gun holders","Yin, Alice; Fazio, Marie; Gorner, Jeremy; Pratt, Gregory","Chicago Tribune","Newspapers","","","","2019-07-09","Jul 9, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2253727169?accountid=11226&bdid=72302&_bd=c6bzxVeAK0hdE78ILFQPr2t6ElA%3D",""
"Mayor addresses school board, vows collaboration","Former state senator tapped as new president","Leone, Hannah; Pratt, Gregory","Chicago Tribune","Newspapers","","","","2019-06-04","Jun 4, 2019","9","","","10856706","","","ENG","https://www.proquest.com/docview/2234393529?accountid=11226&bdid=72302&_bd=TFx3%2BFZbs6LfkHG5YiyIjXwTukU%3D",""
"A NEW CAMPAIGN","It started when he couldn't grasp a pen. Diagnosed with ALS at 37, a former Obama staffer hopes to use his skills to raise funds toward a cure.","Bowen, Alison","Chicago Tribune","Newspapers","","","","2019-01-21","Jan 21, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2168836208?accountid=11226&bdid=72302&_bd=hPlJdheJ%2B2tELDCKat8AMLh0JFk%3D",""
"U.S. News: States Move To Keep Guns From Fugitives","","Elinson, Zusha","Wall Street Journal","Newspapers","","","","2019-11-20","Nov 20, 2019","A.6","","","00999660","","","ENG","https://www.proquest.com/docview/2315772688?accountid=11226&bdid=72302&_bd=7HvdLLXNVTqi%2FgoBZuE9VHO6Gys%3D",""
"Corporations Can Do Better","","Wu, Tim","New York Times","Newspapers","","","","2019-09-24","Sep 24, 2019","A.29","","","","","","ENG","https://www.proquest.com/docview/2299114603?accountid=11226&bdid=72302&_bd=VfsktUj%2BlsBv3eSVZZYPhiHBkWw%3D",""
"U.N. Pleads With Venezuelan Leaders to End Battle Over Aid","[Foreign Desk]","Schwirtz, Michael","New York Times","Newspapers","","","","2019-03-28","Mar 28, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2198357213?accountid=11226&bdid=72302&_bd=zpPbtg0Vu3mztisfrR9c8ILGX0o%3D",""
"County public defender: Police website on gun offenders is inaccurate","","Perez, Juan, Jr","Chicago Tribune","Newspapers","","","","2019-08-08","Aug 8, 2019","7","","","10856706","","","ENG","https://www.proquest.com/docview/2269328187?accountid=11226&bdid=72302&_bd=Hxi%2F%2Fw14EwJzj4bVCKlyniFVJuo%3D",""
"China Hits Back as Critics Condemn Xinjiang Camps","[Foreign Desk]","Buckley, Chris; Austin Ramzy","New York Times","Newspapers","","","","2019-12-10","Dec 10, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2322987333?accountid=11226&bdid=72302&_bd=Ez57uKc8U%2B8wlac%2BzAXzo%2BDwX8c%3D",""
"Manafort, in State Case, Pleads Not Guilty of Fraud","[Metropolitan Desk]","Otterman, Sharon","New York Times","Newspapers","","","","2019-06-28","Jun 28, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2248107754?accountid=11226&bdid=72302&_bd=cuhiikChrB1Jzyb5xn2lE4YPHQo%3D",""
"Asylum seekers turning back; Left to wait in grim conditions in Mexico, some are giving up.","","Hennessy-Fiske, Molly; Fry, Wendy","Los Angeles Times","Newspapers","","","","2019-08-04","Aug 4, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2268137191?accountid=11226&bdid=72302&_bd=BI1itWQ1asKYFMAuT%2B87RmUHU%2FA%3D",""
"Domestic Extremism Festered for a Decade as the U.S. Turned Its Back","","Benner, Katie","New York Times","Newspapers","","","","2019-08-12","Aug 12, 2019","A.14","","","","","","ENG","https://www.proquest.com/docview/2303363477?accountid=11226&bdid=72302&_bd=tI2lwgjP5UEKXjwhur5g3htvcu0%3D",""
"Women increasingly caught up in Chicago's violence","Some say shooters are getting meaner, but others point to 'walls ... closing in'","Gorner, Jeremy; Lee, William","Chicago Tribune","Newspapers","","","","2019-06-30","Jun 30, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2249456756?accountid=11226&bdid=72302&_bd=NBCFfNjznCiqtxDi1%2Bejljm%2Bnms%3D",""
"South L.A.'s turning point; Gentrification fears define the race for the district's supervisorial seat; the future of one of California's last black enclaves is at stake","","Jennings, Angel","Los Angeles Times","Newspapers","","","","2019-10-17","Oct 17, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2306034183?accountid=11226&bdid=72302&_bd=6Jy2H%2Ffv6680TSiROZoClnem3vE%3D",""
"Maduro Wrecked Venezuela's Oil Industry","","Yergin, Daniel","Wall Street Journal","Newspapers","","","","2019-02-05","Feb 5, 2019","A.21","","","00999660","","","ENG","https://www.proquest.com/docview/2175791214?accountid=11226&bdid=72302&_bd=pAG7%2FZedH9giGzJU5GFZSAPcA6E%3D",""
"One reason for officials' feud: Failed bond system","","Kass, John","Chicago Tribune","Newspapers","","","","2019-09-08","Sep 8, 2019","2","","","10856706","","","ENG","https://www.proquest.com/docview/2286265590?accountid=11226&bdid=72302&_bd=oHzK6QiDZlYe87iFWEnANp3PULw%3D",""
"A Rebel Spirit in Conflict, Mostly With Himself","[Review]","Scott, A O","New York Times","Newspapers","","","","2019-05-10","May 10, 2019","C.5","","C.5","03624331","","","ENG","https://www.proquest.com/docview/2222416146?accountid=11226&bdid=72302&_bd=fhPR8uV6HPiGrb9r%2BQq4Z%2FEkb%2FU%3D",""
"What Drives People to Mass Shootings? Scientists Have Some Answers","[National Desk]","Carey, Benedict","New York Times","Newspapers","","","","2019-08-06","Aug 6, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2268507213?accountid=11226&bdid=72302&_bd=g7Quw%2F1sHIe2e7ZgjVysxV7DNEU%3D",""
"A High-End Infusion at a Spring Break Hub","[Travel Desk]","Marikar, Sheila","New York Times","Newspapers","","","","2019-01-06","Jan 6, 2019","TR.6","","","03624331","","","ENG","https://www.proquest.com/docview/2163600680?accountid=11226&bdid=72302&_bd=KICh99Y4M6dZEXqoJT%2BjxAfNjmM%3D",""
"Studying Europe's Laws After Manifestos Revive The Free Speech Debate","[National Desk]","Eddy, Melissa; Breeden, Aurelien","New York Times","Newspapers","","","","2019-08-07","Aug 7, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2268875565?accountid=11226&bdid=72302&_bd=kHwL3bd1qrEorZVfcz0MDHPt4M8%3D",""
"Could the Attacks on 2 Mosques in New Zealand Have Been Prevented?","[Foreign Desk]","Tarabay, Jamie; Graham-Mclay, Charlotte","New York Times","Newspapers","","","","2019-06-20","Jun 20, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2243269588?accountid=11226&bdid=72302&_bd=mC2vAr%2FDEx%2BYI1eTRd3YzpBkGDk%3D",""
"Is it time for Fla. criminal justice reform?; Bills have floundered in the past, but backers hope this year under Gov. Ron DeSantis will be different","","Rohrer, Gray","Orlando Sentinel","Newspapers","","","","2019-02-04","Feb 4, 2019","B.1","","","","","","ENG","https://www.proquest.com/docview/2175231651?accountid=11226&bdid=72302&_bd=gJa8G1CuJnIy5q3J2f5JVNaXkT0%3D",""
"Cross Country: The Easy Way to Write a Best Seller","","Melchior, Jillian Kay","Wall Street Journal","Newspapers","","","","2019-04-13","Apr 13, 2019","A.15","","","00999660","","","ENG","https://www.proquest.com/docview/2208603019?accountid=11226&bdid=72302&_bd=ayZaVjHyaG1r6JLh1TLZ2brKw6E%3D",""
"FBI Examines Shooters' Motives Amid Wider Alarm Over Ideology","","Calfas, Jennifer; Tau, Byron; Elinson, Zusha","Wall Street Journal","Newspapers","","","","2019-08-07","Aug 7, 2019","A.1","","","00999660","","","ENG","https://www.proquest.com/docview/2268886145?accountid=11226&bdid=72302&_bd=u1TMFY%2Fv%2FlaqcyBX2%2FE6G5mCh1E%3D",""
